Country,Year,GDP_Current_USD,Internet_Users_Pct,Urban_Pop_Pct,Education_Expenditure_Pct_GDP,Ease_Doing_Business_Index,CPIA_Public_Sector_Management,Startup_Procedures_Number,Unemployment_Rate_Pct,School_Enrollment_Tertiary_Pct,Literacy_Rate_Pct,Life_Expectancy_Years,Maternal_Mortality_Ratio,Access_Basic_Water_Pct,Renewable_Energy_Pct,Agricultural_Land_Pct,Immunization_Measles_Pct,Region,Income_Level,GDP_Category,Life_Expectancy_Category,Unemployment_Category,CO2_Emissions_Category,Inequality_Category,Access_Electricity_Category,Dominant_Sector,Maternal_Mortality_Category
United States,2011,1.56E+13,69.7295,80.944,6.5,NA,NA,NA,8.949,NA,NA,78.64146341,15,99.09636791,8.4,44.27875838,92,North America,High income,High Income,High,High Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2012,1.63E+13,74.7,81.119,6.25,NA,NA,NA,8.069,NA,NA,78.74146341,16,99.18111022,8.5,44.06499907,91,North America,High income,High Income,High,High Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2013,1.69E+13,71.4,81.299,6.210000038,NA,NA,6,7.375,88.72641754,NA,78.74146341,16,99.26488934,8.9,44.12468215,92,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2014,1.76E+13,73,81.483,6.099999905,NA,NA,6,6.168,88.6268692,NA,78.84146341,17,99.34764481,9,44.18436018,92,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2015,1.83E+13,74.5542,81.671,4.946780205,NA,NA,6,5.28,88.88941193,NA,78.6902439,17,99.4293286,8.9,44.24402728,92,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2016,1.88E+13,85.5444,81.862,4.806660175,NA,NA,6,4.869,88.83505249,NA,78.53902439,18,99.50989534,9.3,44.30370531,92,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2017,1.96E+13,87.2749,82.058,5.122879982,NA,NA,6,4.355,88.16738892,NA,78.53902439,19,99.58934389,9.7,44.36336735,91,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2018,2.07E+13,88.4989,82.256,4.928890228,NA,NA,6,3.896,88.29917908,NA,78.63902439,19,99.66759017,9.9,44.36336735,92,North America,High income,High Income,High,Low Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2019,2.15E+13,89.4303,82.459,4.987279892,6,NA,6,3.669,87.88871002,NA,78.78780488,20,99.74463092,10.2,44.36336735,NA,North America,High income,High Income,High,Low Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
United States,2020,2.13E+13,96.5768,82.664,5.435440063,NA,NA,NA,8.055,87.56765747,NA,76.9804878,21,99.82042152,11,44.36336735,91,North America,High income,High Income,High,High Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
